2025-05-25 04:32:09 - main                      - INFO - N/A - Starting LangGraph with parallel processing
2025-05-25 04:53:01 - write_node                - INFO - N/A - Chunk 112 marked as processed
2025-05-25 04:53:02 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 106 started
2025-05-25 04:53:14 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 410). Attempting to fix...
2025-05-25 04:53:14 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:53:14 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 249 (char 248)
2025-05-25 04:53:14 - event_classifier          - INFO - 39.950s - Chunk 109 processed, (1) general events, (1) opinions.
2025-05-25 04:53:14 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 109 started
2025-05-25 04:53:14 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 109 started
2025-05-25 04:53:27 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 375). Attempting to fix...
2025-05-25 04:53:27 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:53:27 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 264 (char 263)
2025-05-25 04:53:27 - event_classifier          - INFO - 47.675s - Chunk 108 processed, (1) general events, (1) opinions.
2025-05-25 04:53:27 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 108 started
2025-05-25 04:53:27 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 108 started
2025-05-25 04:53:36 - event_scoring             - INFO - 41.106s - Successfully calculated event scores
2025-05-25 04:53:36 - event_scoring             - INFO - 41.106s - Chunk 110 processed successfully. Processed 1 general events.
2025-05-25 04:53:37 - sentiment_analysis        - INFO - 42.898s - Successfully got sentiment score
2025-05-25 04:53:37 - sentiment_analysis        - INFO - 42.898s - Chunk 110 processed successfully. Processed 1 person events.
2025-05-25 04:53:37 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 110 started
2025-05-25 04:53:37 - inconsistency_detection   - INFO - 0.011s - Chunk 110 processed successfully. Processed 1 person events.
2025-05-25 04:53:37 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 110 started
2025-05-25 04:53:37 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 110.
2025-05-25 04:53:38 - person_summary            - INFO - N/A - No sentiment history found for person Mariam AlQubaisi in chunk 110, generating new.
2025-05-25 04:53:52 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 361). Attempting to fix...
2025-05-25 04:53:52 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:53:52 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 241 (char 240)
2025-05-25 04:53:52 - event_classifier          - INFO - 49.806s - Chunk 106 processed, (1) general events, (1) opinions.
2025-05-25 04:53:52 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 106 started
2025-05-25 04:53:52 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 106 started
2025-05-25 04:53:59 - event_scoring             - INFO - 44.715s - Successfully calculated event scores
2025-05-25 04:53:59 - event_scoring             - INFO - 44.716s - Chunk 109 processed successfully. Processed 1 general events.
2025-05-25 04:54:00 - sentiment_analysis        - INFO - 46.613s - Successfully got sentiment score
2025-05-25 04:54:00 - sentiment_analysis        - INFO - 46.613s - Chunk 109 processed successfully. Processed 1 person events.
2025-05-25 04:54:00 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 109 started
2025-05-25 04:54:00 - inconsistency_detection   - INFO - 0.012s - Chunk 109 processed successfully. Processed 1 person events.
2025-05-25 04:54:00 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 109 started
2025-05-25 04:54:00 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 109.
2025-05-25 04:54:00 - person_summary            - INFO - N/A - No sentiment history found for person Julia Horowitz in chunk 109, generating new.
2025-05-25 04:54:09 - event_scoring             - INFO - 41.827s - Successfully calculated event scores
2025-05-25 04:54:09 - event_scoring             - INFO - 41.827s - Chunk 108 processed successfully. Processed 1 general events.
2025-05-25 04:54:10 - sentiment_analysis        - INFO - 43.609s - Successfully got sentiment score
2025-05-25 04:54:10 - sentiment_analysis        - INFO - 43.609s - Chunk 108 processed successfully. Processed 1 person events.
2025-05-25 04:54:10 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 108 started
2025-05-25 04:54:10 - inconsistency_detection   - INFO - 0.016s - Chunk 108 processed successfully. Processed 1 person events.
2025-05-25 04:54:10 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 108 started
2025-05-25 04:54:10 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 108.
2025-05-25 04:54:10 - person_summary            - INFO - N/A - No sentiment history found for person Ursula von der Leyen in chunk 108, generating new.
2025-05-25 04:54:19 - person_summary            - INFO - 41.563s - Successfully got comment
2025-05-25 04:54:19 - person_summary            - INFO - 41.564s - Chunk 110 processed successfully. Processed 1 person events.
2025-05-25 04:54:19 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 110 started
2025-05-25 04:54:27 - event_scoring             - INFO - 35.394s - Successfully calculated event scores
2025-05-25 04:54:27 - event_scoring             - INFO - 35.394s - Chunk 106 processed successfully. Processed 1 general events.
2025-05-25 04:54:29 - sentiment_analysis        - INFO - 37.186s - Successfully got sentiment score
2025-05-25 04:54:29 - sentiment_analysis        - INFO - 37.186s - Chunk 106 processed successfully. Processed 1 person events.
2025-05-25 04:54:29 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 106 started
2025-05-25 04:54:29 - inconsistency_detection   - INFO - 0.013s - Chunk 106 processed successfully. Processed 1 person events.
2025-05-25 04:54:29 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 106 started
2025-05-25 04:54:29 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 106.
2025-05-25 04:54:29 - person_summary            - INFO - N/A - No sentiment history found for person Hank Green in chunk 106, generating new.
2025-05-25 04:54:36 - person_summary            - INFO - 35.780s - Successfully got comment
2025-05-25 04:54:36 - person_summary            - INFO - 35.781s - Chunk 109 processed successfully. Processed 1 person events.
2025-05-25 04:54:36 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 109 started
2025-05-25 04:54:44 - person_summary            - INFO - 33.386s - Successfully got comment
2025-05-25 04:54:44 - person_summary            - INFO - 33.386s - Chunk 108 processed successfully. Processed 1 person events.
2025-05-25 04:54:44 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 108 started
2025-05-25 04:54:50 - opinion_scoring           - INFO - 31.009s - Successfully calculated opinion scores
2025-05-25 04:54:50 - opinion_scoring           - INFO - 31.009s - Chunk 110 processed successfully. Processed 1 person events.
2025-05-25 04:54:50 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:54:50 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:54:50 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:54:50 - write_node                - INFO - N/A - Chunk 110 marked as processed
2025-05-25 04:54:51 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 107 started
2025-05-25 04:54:59 - person_summary            - INFO - 29.923s - Successfully got comment
2025-05-25 04:54:59 - person_summary            - INFO - 29.923s - Chunk 106 processed successfully. Processed 1 person events.
2025-05-25 04:54:59 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 106 started
2025-05-25 04:55:05 - opinion_scoring           - INFO - 28.710s - Successfully calculated opinion scores
2025-05-25 04:55:05 - opinion_scoring           - INFO - 28.710s - Chunk 109 processed successfully. Processed 1 person events.
2025-05-25 04:55:05 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.85, 0.75, 0.6, 0.7124999999999999 but got 0.85, 0.75, 0.6, 0.7125
2025-05-25 04:55:05 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:55:05 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:55:05 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:55:05 - write_node                - INFO - N/A - Chunk 109 marked as processed
2025-05-25 04:55:06 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 105 started
2025-05-25 04:55:10 - opinion_scoring           - INFO - 25.705s - Successfully calculated opinion scores
2025-05-25 04:55:10 - opinion_scoring           - INFO - 25.706s - Chunk 108 processed successfully. Processed 1 person events.
2025-05-25 04:55:10 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:55:10 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:55:10 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:55:10 - write_node                - INFO - N/A - Chunk 108 marked as processed
2025-05-25 04:55:10 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 104 started
2025-05-25 04:55:24 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 421). Attempting to fix...
2025-05-25 04:55:24 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:55:24 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 215 (char 214)
2025-05-25 04:55:24 - event_classifier          - INFO - 33.526s - Chunk 107 processed, (1) general events, (1) opinions.
2025-05-25 04:55:24 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 107 started
2025-05-25 04:55:24 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 107 started
2025-05-25 04:55:31 - opinion_scoring           - INFO - 31.734s - Successfully calculated opinion scores
2025-05-25 04:55:31 - opinion_scoring           - INFO - 31.734s - Chunk 106 processed successfully. Processed 1 person events.
2025-05-25 04:55:31 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:55:31 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:55:31 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:55:31 - write_node                - INFO - N/A - Chunk 106 marked as processed
2025-05-25 04:55:31 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 99 started
2025-05-25 04:55:42 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 360). Attempting to fix...
2025-05-25 04:55:42 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:55:42 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
